name,review,rating,meta,ingredients,steps,cooks_note,editors_note,nutrition_facts,url
easy smashed brussels sprouts,This delicious Brussels sprouts recipe will make a Brussels sprouts believer out of anyone.,4.5,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '40 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '55 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '172', 'Carbs': '12g', 'Fat': '11g', 'Protein': '9g'}",https://www.allrecipes.com/recipe/285424/easy-smashed-brussels-sprouts/
sangria ham,"This recipe requires four hours and twenty minutes, and results in the most delicious ham I have ever tasted. Burgundy wine may easily be substituted for the Sangria. and other fruit juices may be added to the blend but the acidity of the pineapple juice and the wine combination is hard to beat for tender moist ham.",4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '4 hrs', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '16', 'soak_time': None, 'total_time': '4 hrs 20 mins', 'yield': '1 (8 pound) ham'}",[],[],unknown,unknown,"{'Calories': '576', 'Carbs': '33g', 'Fat': '30g', 'Protein': '39g'}",https://www.allrecipes.com/recipe/13652/sangria-ham/
blended baked oats 5 ways,"Here's a recipe for blended baked oats — five ways! If you've never blended oats before baking them, you're missing out. The end result is baked oatmeal with a light, fluffy, almost cake-like texture that feels more like dessert than breakfast. This recipe is a base to start from. You can tailor it any way you like with spices, flavorings, extracts, nuts, fruits, etc. The five different flavor variations listed here are only the beginning. The possibilities are endless!",4.7,"{'active_time': None, 'additional_time': '10 mins', 'bake_time': None, 'cook_time': '30 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '5', 'soak_time': None, 'total_time': '1 hr', 'yield': '5 ramekins'}",[],[],"These blended oats are infinitely customizable. Use any yogurt or milk you like, swap maple syrup for honey or brown sugar, and add or omit spices and extracts as desired.",unknown,"{'Calories': '395', 'Carbs': '55g', 'Fat': '15g', 'Protein': '13g'}",https://www.allrecipes.com/recipe/283656/blended-baked-oats-5-ways/
duck fried rice,"This duck fried rice is how I like to use up leftovers from our favorite takeout meal of Chinese roast duck and barbecued pork. The ingredient amounts can vary depending on what leftovers you have, but fried rice dishes are very forgiving.",4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '25 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '40 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '375', 'Carbs': '36g', 'Fat': '16g', 'Protein': '21g'}",https://www.allrecipes.com/recipe/162383/duck-fried-rice/
sunday afternoon slow-cooked spare ribs,These Dutch oven ribs are a great accompaniment to Sunday afternoon football games on TV. I reviewed all the recipes for spare ribs and then borrowed ideas from many of them to come up with a blend that we tasted and loved. ,4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '4 hrs 35 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '4 hrs 40 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '323', 'Carbs': '14g', 'Fat': '21g', 'Protein': '19g'}",https://www.allrecipes.com/recipe/213202/sunday-afternoon-slow-cooked-spare-ribs/
becky's gluten-free slow cooker chicken vegetable soup,This yummy gluten-free chicken and vegetable soup recipe is really a throw-together recipe. What a wonderful dish to come home to after a hard day at work!,4.5,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '8 hrs', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '8 hrs 20 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '198', 'Carbs': '20g', 'Fat': '6g', 'Protein': '16g'}",https://www.allrecipes.com/recipe/255238/beckys-gluten-free-slow-cooker-chicken-vegetable-soup/
lentil bolognese,Make Bolognese sauce with lentils for a delicious vegetarian option for pasta. It's so tasty and just as nice as Bolognese with meat. It can also be served with potatoes.,4.3,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '32 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '52 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '202', 'Carbs': '27g', 'Fat': '4g', 'Protein': '9g'}",https://www.allrecipes.com/recipe/256885/lentil-bolognese/
irish steaks,"These Irish steaks are delicious. They're good with potatoes, vegetables, and Irish soda bread.",4.5,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '20 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '35 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '363', 'Carbs': '6g', 'Fat': '25g', 'Protein': '20g'}",https://www.allrecipes.com/recipe/220470/irish-steaks/
microwave sponge pudding,This microwave sponge pudding is very simple to make in less than 15 minutes. The texture is between a sponge and a steamed pudding. Serve hot with custard.,4.1,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '5 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '15 mins', 'yield': None}",[],[],I often place 2 tablespoons of jam or syrup in the bottom of the microwave-safe bowl before adding the batter. ,unknown,"{'Calories': '227', 'Carbs': '25g', 'Fat': '13g', 'Protein': '4g'}",https://www.allrecipes.com/recipe/82260/microwave-sponge-pudding/
easy heart-shaped cake,"This heart-shaped cake combines Ann McGavin Stout's Homemade Vanilla Cake recipe and QueenCook's Easy Valentine's Day Cake frosting recipe. The result is a supremely tasty, no-fail heart cake.",0.0,"{'active_time': None, 'additional_time': '40 mins', 'bake_time': None, 'cook_time': '45 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '1 hr', 'rest_time': None, 'servings': '16', 'soak_time': None, 'total_time': '2 hrs 25 mins', 'yield': '1 8-inch layer cake'}",[],[],"We created a ""SWEET"" stencil, put it on top of the cake, and filled it in with sprinkles.",unknown,"{'Calories': '778', 'Carbs': '109g', 'Fat': '37g', 'Protein': '5g'}",https://www.allrecipes.com/recipe/283074/easy-heart-shaped-cake/
vegetable thukpa,"Vegetable thukpa is a favorite dish during the Tibetan New Year celebration in Nepal. Everyone in my family loves this healthy noodly dish, especially the children! ",0.0,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '25 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '45 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '396', 'Carbs': '66g', 'Fat': '9g', 'Protein': '15g'}",https://www.allrecipes.com/recipe/283775/vegetable-thukpa/
irish potatoes,"This recipe for potato candy makes small, no-bake cookies that look like potatoes. It's fast and easy.",4.4,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '24', 'soak_time': None, 'total_time': '15 mins', 'yield': '2 dozen'}",[],[],unknown,unknown,"{'Calories': '38', 'Carbs': '7g', 'Fat': '1g', 'Protein': '0g'}",https://www.allrecipes.com/recipe/10888/irish-potatoes/
air fryer broiled grapefruit,"Cook grapefruit in your air fryer with a buttery, sweet topping. It’s a warm, juicy accompaniment to a Sunday brunch and makes a lovely dessert or snack. I like adding a pinch of sea salt at the end to really bring out the flavors.",5.0,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '2', 'soak_time': None, 'total_time': '15 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '150', 'Carbs': '26g', 'Fat': '6g', 'Protein': '1g'}",https://www.allrecipes.com/recipe/280075/air-fryer-broiled-grapefruit/
scalloped pineapple souffle,This is a wonderful pineapple dish to be served with ham. It is a favorite at Easter in my family. The egg whites add a touch of lightness to it.,4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '35 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '50 mins', 'yield': '12 servings'}",[],[],unknown,unknown,"{'Calories': '232', 'Carbs': '36g', 'Fat': '9g', 'Protein': '3g'}",https://www.allrecipes.com/recipe/214025/scalloped-pineapple-souffle/
daffodil cake,This is a great spring angel food-type of cake made with two flavors of batter alternated in a tube pan.,4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '50 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '1 hr 5 mins', 'yield': '1 10-inch tube pan'}",[],[],unknown,unknown,"{'Calories': '176', 'Carbs': '33g', 'Fat': '2g', 'Protein': '6g'}",https://www.allrecipes.com/recipe/7519/daffodil-cake/
cola easter ham,"I wanted to try a new and different Easter ham recipe. I was thrilled with the result of my strange-sounding but wonderful-tasting recipe! Our family and friends raved, and they all asked for the recipe.",4.7,"{'active_time': None, 'additional_time': '10 mins', 'bake_time': None, 'cook_time': '2 hrs 30 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '2 hrs 50 mins', 'yield': '1 8-pound ham'}",[],[],unknown,unknown,"{'Calories': '691', 'Carbs': '58g', 'Fat': '25g', 'Protein': '55g'}",https://www.allrecipes.com/recipe/140279/cola-easter-ham/
sweet slow cooker ham,"This ham is so easy to put together and cook in a slow cooker, and with a meat thermometer you can't go wrong! The juices can be thickened with cornstarch at the end to make a glaze.",4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '5 hrs 30 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '14', 'soak_time': None, 'total_time': '5 hrs 35 mins', 'yield': '14 servings'}",[],[],unknown,unknown,"{'Calories': '500', 'Carbs': '40g', 'Fat': '24g', 'Protein': '31g'}",https://www.allrecipes.com/recipe/222876/sweet-slow-cooker-ham/
spaghetti all'assassina (assassin's spaghetti),Caramelized tomato sauce makes this a wonderfully savory dish. The reduction of the tomato broth brings out the sweetness of the tomatoes which balances well with the spiciness of the chili flakes.,4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '25 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '30 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '384', 'Carbs': '50g', 'Fat': '18g', 'Protein': '9g'}",https://www.allrecipes.com/recipe/8534000/spaghetti-allassassina-assassins-spaghetti/
asian chicken salad,"This Asian chicken salad makes good use of leftover chicken, whether boiled, broiled, baked, or barbecued! Crisp iceberg lettuce, crunchy rice noodles, and tender chicken are topped with a tasty sweet and salty dressing. The kids love it too!",4.6,"{'active_time': None, 'additional_time': '10 mins', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '30 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '414', 'Carbs': '39g', 'Fat': '18g', 'Protein': '23g'}",https://www.allrecipes.com/recipe/14252/asian-chicken-salad/
homemade vegan cheese with cranberries,This vegan cheese recipe uses blended cashew nuts and miso paste. Roll it in chopped mixed nuts and dried cranberries for a festive vegan appetizer. Delicious on toast or crackers with raw vegetables.,4.7,"{'active_time': None, 'additional_time': '6 hrs', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '6 hrs 15 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '231', 'Carbs': '13g', 'Fat': '19g', 'Protein': '6g'}",https://www.allrecipes.com/recipe/259337/vegan-cashew-cheese-rolled-in-cranberries-and-nuts/
easy cherry pineapple dump cake,"This cherry dump cake with pineapple, walnuts, and coconut is more like a cobbler-type dessert than it is a cake. I serve it in a bowl with whipped cream, ice cream, or frozen whipped topping. It is quick to prepare and it is delicious.",4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '1 hr', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '18', 'soak_time': None, 'total_time': '1 hr 15 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '310', 'Carbs': '39g', 'Fat': '17g', 'Protein': '2g'}",https://www.allrecipes.com/recipe/8016/dump-cake-v/
sweet and sour pork,Sweet and sour pork the way my husband's grandmother made it. She was Chinese and the secret is apple cider vinegar. This recipe is the way Gramma made sweet and sour dishes her whole life. It is the best!,4.8,"{'active_time': None, 'additional_time': '1 hr', 'bake_time': None, 'cook_time': '30 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '30 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '2 hrs', 'yield': None}",[],[],unknown,"We have determined the nutritional value of oil for frying based on a retention value of 10% after cooking. The exact amount may vary depending on cook time and temperature, ingredient density, and the specific type of oil used.","{'Calories': '663', 'Carbs': '75g', 'Fat': '35g', 'Protein': '14g'}",https://www.allrecipes.com/recipe/31144/sweet-and-sour-pork-iii/
watermelon caprese appetizer,A refreshing watermelon appetizer for the summer. My family loved this so much they ate more than a serving each. Also great for those who love the flavor of caprese but aren't huge fans of tomatoes.,4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '30 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '30 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '330', 'Carbs': '28g', 'Fat': '20g', 'Protein': '12g'}",https://www.allrecipes.com/recipe/254419/watermelon-caprese-appetizer/
baked beer can chicken,Beer can chicken in the oven is so easy to prepare and cook. It always turns out juicy and tender with a delicious flavor. If you are tired of the same old boring chicken — try this recipe! It's a dinner our whole family loves.,4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '1 hr 15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '25 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '1 hr 40 mins', 'yield': None}",[],[],"These are the seasonings my family likes best, but you can add to the seasonings or change the amounts to your liking. Just make sure to cover the entire chicken.",unknown,"{'Calories': '564', 'Carbs': '20g', 'Fat': '26g', 'Protein': '49g'}",https://www.allrecipes.com/recipe/214617/baked-beer-can-chicken/
